site_url,country_id,avail
http://gazeta-dnr.ru,fr2,True
http://gazeta-dnr.ru,pt1,True
http://gisnpa-dnr.ru,at1,True
http://gisnpa-dnr.ru,kz1,True
http://gisnpa-dnr.ru,ru1,True
http://gisnpa-dnr.ru,ua2,True
http://gisnpa-dnr.ru,ru2,True
http://gisnpa-dnr.ru,us2,True
http://gisnpa-dnr.ru,lt1,True
http://gisnpa-dnr.ru,ir1,True
http://gisnpa-dnr.ru,hk1,True
http://gisnpa-dnr.ru,md1,True
http://gisnpa-dnr.ru,de4,True
http://gisnpa-dnr.ru,it2,True
http://gisnpa-dnr.ru,nl1,True
http://gisnpa-dnr.ru,ca1,True
http://gisnpa-dnr.ru,ua1,True
http://gisnpa-dnr.ru,au1,True
http://gisnpa-dnr.ru,ch1,True
http://gisnpa-dnr.ru,fr2,False
http://gisnpa-dnr.ru,tr1,True
http://gisnpa-dnr.ru,us1,True
http://gisnpa-dnr.ru,pt1,True
http://gkecopoldnr.ru,ru1,True
http://gkecopoldnr.ru,at1,True
http://gkecopoldnr.ru,kz1,True
http://gkecopoldnr.ru,ru2,True
http://gkecopoldnr.ru,ua2,True
http://gkecopoldnr.ru,ir1,True
http://gkecopoldnr.ru,hk1,True
http://gkecopoldnr.ru,us2,True
http://gkecopoldnr.ru,lt1,True
http://gkecopoldnr.ru,md1,True
http://gkecopoldnr.ru,nl1,True
http://gkecopoldnr.ru,ca1,True
http://gkecopoldnr.ru,it2,True
http://gkecopoldnr.ru,ua1,True
http://gkecopoldnr.ru,de4,True
http://gkecopoldnr.ru,ch1,True
http://gkecopoldnr.ru,au1,True
http://gkecopoldnr.ru,pt1,True
http://gkecopoldnr.ru,fr2,True
http://gkecopoldnr.ru,tr1,True
http://gkecopoldnr.ru,us1,True
http://gorlovka-tv.ru,ru2,True
http://gorlovka-tv.ru,ua2,True
http://gorlovka-tv.ru,ru1,True
http://gorlovka-tv.ru,at1,True
http://gorlovka-tv.ru,kz1,True
http://gorlovka-tv.ru,md1,True
http://gorlovka-tv.ru,hk1,True
http://gorlovka-tv.ru,ir1,True
http://gorlovka-tv.ru,us2,True
http://gorlovka-tv.ru,lt1,True
http://gorlovka-tv.ru,nl1,True
http://gorlovka-tv.ru,it2,True
http://gorlovka-tv.ru,ca1,True
http://gorlovka-tv.ru,ua1,True
http://gorlovka-tv.ru,de4,True
http://gorlovka-tv.ru,pt1,True
http://gorlovka-tv.ru,tr1,True
http://gorlovka-tv.ru,fr2,True
http://gorlovka-tv.ru,us1,True
http://gorlovka-tv.ru,ch1,True
http://gorlovka-tv.ru,au1,True
http://gorod-donetsk.com,md1,True
http://gorod-donetsk.com,ir1,True
http://gorod-donetsk.com,hk1,True
http://gorod-donetsk.com,us2,True
http://gorod-donetsk.com,lt1,True
http://gorod-donetsk.com,ru2,True
http://gorod-donetsk.com,ua2,True
http://gorod-donetsk.com,ru1,True
http://gorod-donetsk.com,at1,True
http://gorod-donetsk.com,kz1,True
http://gorod-donetsk.com,pt1,True
http://gorod-donetsk.com,fr2,True
http://gorod-donetsk.com,tr1,True
http://gorod-donetsk.com,us1,True
http://gorod-donetsk.com,ch1,True
http://gorod-donetsk.com,au1,True
http://gorod-donetsk.com,ca1,True
http://gorod-donetsk.com,nl1,True
http://gorod-donetsk.com,it2,True
http://gorod-donetsk.com,ua1,False
http://gorod-donetsk.com,de4,True
http://gostrud-dnr.ru,ca1,True
http://gostrud-dnr.ru,nl1,True
http://gostrud-dnr.ru,it2,True
http://gostrud-dnr.ru,ua1,True
http://gostrud-dnr.ru,de4,True
http://gostrud-dnr.ru,ch1,True
http://gostrud-dnr.ru,au1,True
http://gostrud-dnr.ru,pt1,True
http://gostrud-dnr.ru,tr1,True
http://gostrud-dnr.ru,fr2,True
http://gostrud-dnr.ru,us1,True
http://gostrud-dnr.ru,ru1,True
http://gostrud-dnr.ru,kz1,True
http://gostrud-dnr.ru,at1,True
http://gostrud-dnr.ru,ru2,True
http://gostrud-dnr.ru,ua2,True
http://gostrud-dnr.ru,hk1,False
http://gostrud-dnr.ru,ir1,True
http://gostrud-dnr.ru,us2,True
http://gostrud-dnr.ru,lt1,True
http://gostrud-dnr.ru,md1,True
http://goskomzemdnr.ru,pt1,True
http://goskomzemdnr.ru,tr1,True
http://goskomzemdnr.ru,fr2,True
http://goskomzemdnr.ru,us1,True
http://goskomzemdnr.ru,ch1,True
http://goskomzemdnr.ru,au1,True
http://goskomzemdnr.ru,it2,True
http://goskomzemdnr.ru,nl1,True
http://goskomzemdnr.ru,ca1,True
http://goskomzemdnr.ru,ua1,False
http://goskomzemdnr.ru,de4,True
http://goskomzemdnr.ru,md1,True
http://goskomzemdnr.ru,hk1,True
http://goskomzemdnr.ru,ir1,True
http://goskomzemdnr.ru,us2,True
http://goskomzemdnr.ru,lt1,True
http://goskomzemdnr.ru,ru2,True
http://goskomzemdnr.ru,ua2,True
http://goskomzemdnr.ru,ru1,True
http://goskomzemdnr.ru,at1,True
http://goskomzemdnr.ru,kz1,True
http://government.ru,at1,False
http://government.ru,kz1,False
http://government.ru,ru1,False
http://government.ru,ua2,False
http://government.ru,ru2,False
http://government.ru,us2,False
http://government.ru,lt1,False
http://government.ru,ir1,False
http://government.ru,hk1,False
http://government.ru,md1,False
http://government.ru,de4,False
http://government.ru,ca1,False
http://government.ru,nl1,False
http://government.ru,it2,False
http://government.ru,ua1,False
http://government.ru,au1,False
http://government.ru,ch1,False
http://government.ru,fr2,False
http://government.ru,tr1,False
http://government.ru,us1,False
http://government.ru,pt1,False
http://gsdsd-dnr.ru,ca1,True
http://gsdsd-dnr.ru,nl1,True
http://gsdsd-dnr.ru,it2,True
http://gsdsd-dnr.ru,ua1,True
http://gsdsd-dnr.ru,de4,True
http://gsdsd-dnr.ru,pt1,True
http://gsdsd-dnr.ru,fr2,True
http://gsdsd-dnr.ru,tr1,True
http://gsdsd-dnr.ru,us1,True
http://gsdsd-dnr.ru,ch1,True
http://gsdsd-dnr.ru,au1,True
http://gsdsd-dnr.ru,ru2,True
http://gsdsd-dnr.ru,ua2,True
http://gsdsd-dnr.ru,ru1,True
http://gsdsd-dnr.ru,kz1,True
http://gsdsd-dnr.ru,at1,True
http://gsdsd-dnr.ru,md1,True
http://gsdsd-dnr.ru,ir1,True
http://gsdsd-dnr.ru,hk1,True
http://gsdsd-dnr.ru,us2,True
http://gsdsd-dnr.ru,lt1,True
http://international.council.gov.ru,at1,False
http://international.council.gov.ru,kz1,False
http://international.council.gov.ru,ru1,False
http://international.council.gov.ru,ua2,False
http://international.council.gov.ru,ru2,False
http://international.council.gov.ru,us2,False
http://international.council.gov.ru,lt1,False
http://international.council.gov.ru,ir1,False
http://international.council.gov.ru,hk1,False
http://international.council.gov.ru,md1,False
http://international.council.gov.ru,de4,False
http://international.council.gov.ru,nl1,False
http://international.council.gov.ru,it2,False
http://international.council.gov.ru,ca1,False
http://international.council.gov.ru,ua1,False
http://international.council.gov.ru,au1,False
http://international.council.gov.ru,ch1,False
http://international.council.gov.ru,tr1,False
http://international.council.gov.ru,fr2,False
http://international.council.gov.ru,us1,False
http://international.council.gov.ru,pt1,False
http://izpp.govdnr.ru,us1,True
http://izpp.govdnr.ru,tr1,True
http://izpp.govdnr.ru,fr2,True
http://izpp.govdnr.ru,pt1,True
http://izpp.govdnr.ru,au1,True
http://izpp.govdnr.ru,ch1,True
http://izpp.govdnr.ru,de4,True
http://izpp.govdnr.ru,ua1,True
http://izpp.govdnr.ru,nl1,True
http://izpp.govdnr.ru,it2,True
